"Residue","Morph_pvalue","Timepoint_pvalue","Sex_pvalue","MorphXTimepoint_pvalue","MorphXSex_pvalue","TimepointXSex_pvalue","chrom","start","temp","NW","NCBI","Morph_pvalue_corrected","Timepoint_pvalue_corrected","Sex_pvalue_corrected","MorphXTimepoint_pvalue_corrected","MorphXSex_pvalue_corrected","TimepointXSex_pvalue_corrected"
"chr036859.1_10963693",0.148625746864636,5.99515190321324e-26,0.00203818162206839,0.0014324928225079,0.533384039679299,0.117730073362472,"chr036859.1",10963693,36859.1,"NC_","NC_036859.1",1,8.64920565076574e-22,1,1,1,1
"chr036859.1_18412513",0.13653804393028,8.83897474602045e-07,0.706994493124987,0.0492947756005667,0.246732978338348,0.000455402224012284,"chr036859.1",18412513,36859.1,"NC_","NC_036859.1",1,0.0127519888660837,1,1,1,1
"chr036859.1_21022125",0.0299681068673951,1.56417492340996e-06,0.944847565459188,0.715050079383315,0.121853454900778,0.150289507148755,"chr036859.1",21022125,36859.1,"NC_","NC_036859.1",1,0.0225663516200355,1,1,1,1
"chr036859.1_34108102",3.66829812195386e-08,1.99819238443926e-12,0.0177466911648902,0.133120669428817,9.03679515161458e-07,0.0391060573524012,"chr036859.1",34108102,36859.1,"NC_","NC_036859.1",0.000529225370054284,2.88279215303052e-08,1,1,0.0130373843652344,1
"chr036859.1_34108179",0.410973569791557,8.44372981212586e-10,0.0293183294460117,0.000295723086621905,0.612359318287268,0.381803231222613,"chr036859.1",34108179,36859.1,"NC_","NC_036859.1",1,1.2181768999954e-05,1,1,1,1
"chr036860.1_1830434",0.299699468124943,1.28719377082298e-08,0.00140708851857396,0.00562069387702,0.157909503615571,0.89474618234243,"chr036860.1",1830434,36860.1,"NC_","NC_036860.1",1,0.000185703445316631,1,1,1,1
"chr036860.1_13760790",0.387654196958648,4.06240184133673e-08,0.364172885614649,0.00290115541092236,0.734149682669449,0.974641212799734,"chr036860.1",13760790,36860.1,"NC_","NC_036860.1",1,0.00058608271364965,1,1,1,1
"chr036860.1_17383411",2.74384364092808e-09,1.99405636466466e-09,0.789483323930149,0.635587609968251,0.879204715393064,0.527329637579843,"chr036860.1",17383411,36860.1,"NC_","NC_036860.1",3.95854322076694e-05,2.87682511730171e-05,1,1,1,1
"chr036860.1_17383591",4.16834831008201e-07,2.38527753234189e-15,0.00577185699782417,0.196417961287522,0.636730719180203,0.246797306420748,"chr036860.1",17383591,36860.1,"NC_","NC_036860.1",0.00601367610695531,3.44123989590964e-11,1,1,1,1
"chr036860.1_18737343",0.0417668886905042,8.08302682771051e-09,0.342628612383597,0.0771420087479898,0.00479948200233178,0.635589667993959,"chr036860.1",18737343,36860.1,"NC_","NC_036860.1",1,0.00011661382804338,1,1,1,1
"chr036860.1_23503629",0.949591934311776,6.09053453827897e-08,0.45505273721319,0.363569105077684,0.446091219733152,0.990906762706349,"chr036860.1",23503629,36860.1,"NC_","NC_036860.1",1,0.000878681417837507,1,1,1,1
"chr036860.1_24921898",0.296087818570563,6.5139287073594e-09,0.748283593188026,0.338197669300345,2.22520729673586e-06,0.066613541060163,"chr036860.1",24921898,36860.1,"NC_","NC_036860.1",1,9.39764494610741e-05,1,1,0.0321030656700082,1
"chr036860.1_32517204",0.00248695340512508,3.86225035806502e-08,0.969233670018084,0.266244468171668,0.000824984513694639,0.0392643506344175,"chr036860.1",32517204,36860.1,"NC_","NC_036860.1",1,0.000557206859158041,1,1,1,1
"chr036860.1_32711462",4.08406720476995e-05,1.20485146900548e-06,0.401915754833947,0.788079906664209,0.62255493051837,0.461434189903381,"chr036860.1",32711462,36860.1,"NC_","NC_036860.1",0.589208375632161,0.0173823921433421,1,1,1,1
"chr036860.1_32711480",8.22130231196377e-07,6.25689203933943e-09,0.417239891716456,0.723022236448769,0.454258006725995,0.955631743972655,"chr036860.1",32711480,36860.1,"NC_","NC_036860.1",0.0118608728454701,9.02681814515499e-05,1,1,1,1
"chr036860.1_32711507",4.70172562324906e-05,5.3661833356223e-08,0.648505202034972,0.620378720522051,0.654780643954754,0.498610845730113,"chr036860.1",32711507,36860.1,"NC_","NC_036860.1",0.678317955666141,0.00077417926983023,1,1,1,1
"chr036860.1_32711515",0.00224320294856558,8.03786938531791e-11,0.306606435576805,0.891762075693797,0.0357659160148484,0.386702679423545,"chr036860.1",32711515,36860.1,"NC_","NC_036860.1",1,1.15962341621982e-06,1,1,1,1
"chr036860.1_32711575",5.33116960737446e-05,8.71887543903752e-07,0.616253881900359,0.552467835103308,0.421041969535672,0.136970229792277,"chr036860.1",32711575,36860.1,"NC_","NC_036860.1",0.769127839255913,0.0125787215958994,1,1,1,1
"chr036860.1_42744939",0.229581749316205,3.28455755611074e-06,0.475924100746892,0.546492689914678,0.418819834765781,0.262769509005139,"chr036860.1",42744939,36860.1,"NC_","NC_036860.1",1,0.0473863118620096,1,1,1,1
"chr036860.1_49327783",0.0176858057798746,2.37841356531194e-10,0.262752356274847,0.0315608349758832,0.505182854815966,0.528780200118098,"chr036860.1",49327783,36860.1,"NC_","NC_036860.1",1,3.43133725067553e-06,1,1,1,1
"chr036860.1_56327682",0.00082985520719399,3.01990762179568e-07,0.57685747381779,0.235127711615046,0.989425415453558,0.319844223339129,"chr036860.1",56327682,36860.1,"NC_","NC_036860.1",1,0.00435682072596463,1,1,1,1
"chr036860.1_60541365",0.000261418384450056,1.71426028405199e-07,0.267270928240666,0.791838890402875,0.0478842809230872,0.768316703758557,"chr036860.1",60541365,36860.1,"NC_","NC_036860.1",1,0.0024731633118018,1,1,1,1
"chr036860.1_60541366",1.2710726203648e-09,5.05473926736555e-16,0.790685426118314,0.344443650861118,0.442889243208591,0.263951803598008,"chr036860.1",60541366,36860.1,"NC_","NC_036860.1",1.83377646940029e-05,7.29247234102828e-12,1,1,1,1
"chr036860.1_60541408",0.00518877074975577,1.13916508081588e-06,0.757093248312291,0.271144017491468,0.938563779711678,0.376516472579835,"chr036860.1",60541408,36860.1,"NC_","NC_036860.1",1,0.0164347346209307,1,1,1,1
"chr036861.1_379506",0.0340917528414095,1.32015740496416e-08,0.255446630380077,0.00993021861891084,0.466671263566062,0.125740710261596,"chr036861.1",379506,36861.1,"NC_","NC_036861.1",1,0.000190459108814179,1,1,1,1
"chr036861.1_1369593",0.0384787573182575,4.65295976365845e-10,0.0659553924779964,0.783567683275939,0.849702444100051,0.934929260538864,"chr036861.1",1369593,36861.1,"NC_","NC_036861.1",1,6.71282505103004e-06,1,1,1,1
"chr036861.1_1515446",0.00101621044173185,8.85189299487148e-07,0.862208074047514,0.138877942547651,0.013990466287953,0.72334679736421,"chr036861.1",1515446,36861.1,"NC_","NC_036861.1",1,0.0127706260237011,1,1,1,1
"chr036862.1_1283968",0.00246551525181088,3.19675738483897e-11,0.000666120567935679,0.134264538706189,0.961665657600912,0.0102134476254935,"chr036862.1",1283968,36862.1,"NC_","NC_036862.1",1,4.61196187910719e-07,1,1,1,1
"chr036862.1_1284011",0.000316840223187454,4.11237732624694e-12,0.349312590488931,0.00217344912142495,6.31929639118265e-06,0.000286594907600988,"chr036862.1",1284011,36862.1,"NC_","NC_036862.1",1,5.93292676857647e-08,1,1,0.0911684890355921,1
"chr036862.1_4725295",0.658518568467288,1.4208230352152e-09,0.348099996000271,0.284276509818579,0.96046050766658,0.634636764055737,"chr036862.1",4725295,36862.1,"NC_","NC_036862.1",1,2.04982139290497e-05,1,1,1,1
"chr036862.1_4725314",0.292160454854962,6.91369799524434e-07,0.503869451293906,0.59858661594438,0.984362090636292,0.741233411512975,"chr036862.1",4725314,36862.1,"NC_","NC_036862.1",1,0.00997439209773901,1,1,1,1
"chr036862.1_4725328",0.901335484339417,3.99206709752735e-07,0.844161386523455,0.763484945804649,0.668061096188394,0.886970044763066,"chr036862.1",4725328,36862.1,"NC_","NC_036862.1",1,0.00575935520160271,1,1,1,1
"chr036862.1_4725329",0.384347016525858,1.90709996809873e-07,0.695946621879726,0.568220799417414,0.851037632244646,0.966274889736032,"chr036862.1",4725329,36862.1,"NC_","NC_036862.1",1,0.00275137312397604,1,1,1,1
"chr036862.1_4725365",0.600732021435896,1.72590985899866e-06,0.657981417326998,0.416610931654189,0.627394369374201,0.92300923706671,"chr036862.1",4725365,36862.1,"NC_","NC_036862.1",1,0.0248997015357737,1,1,1,1
"chr036862.1_4725367",0.721669016506401,1.4195597877895e-07,0.868581729334283,0.474188270836343,0.987665427236256,0.292729693073941,"chr036862.1",4725367,36862.1,"NC_","NC_036862.1",1,0.00204799890584391,1,1,1,1
"chr036862.1_4725368",0.288137896814423,6.49509609700602e-09,0.460518792826885,0.382466426837773,0.822471895824043,0.978440537841108,"chr036862.1",4725368,36862.1,"NC_","NC_036862.1",1,9.37047513915059e-05,1,1,1,1
"chr036862.1_4725373",0.675337551904486,1.24351764489366e-06,0.963186979765345,0.642761583568303,0.890756574341437,0.732287495476958,"chr036862.1",4725373,36862.1,"NC_","NC_036862.1",1,0.0179402290628809,1,1,1,1
"chr036862.1_4725374",0.524571841468179,1.50240577773148e-06,0.707198888630604,0.780666158099146,0.813982541576854,0.565296475419476,"chr036862.1",4725374,36862.1,"NC_","NC_036862.1",1,0.0216752081553321,1,1,1,1
"chr036862.1_4725451",0.826442414123626,6.30387730254799e-07,0.709089231042292,0.568710333758373,0.791977321336544,0.881979240448791,"chr036862.1",4725451,36862.1,"NC_","NC_036862.1",1,0.00909460378438599,1,1,1,1
"chr036862.1_4725460",0.745534003986244,9.5816737945164e-07,0.605123247326591,0.40800202954732,0.802743114192541,0.968621671879601,"chr036862.1",4725460,36862.1,"NC_","NC_036862.1",1,0.0138234807833488,1,1,1,1
"chr036862.1_4725472",0.925607115670194,2.10767919581083e-06,0.791174192999999,0.138911562471173,0.958581807385863,0.865570287389213,"chr036862.1",4725472,36862.1,"NC_","NC_036862.1",1,0.0304074877579628,1,1,1,1
"chr036862.1_4725473",0.332044022486435,5.09147719159732e-10,0.587821537488372,0.786215259718347,0.819273077638004,0.796531173624815,"chr036862.1",4725473,36862.1,"NC_","NC_036862.1",1,7.34547414431745e-06,1,1,1,1
"chr036862.1_4725481",0.630218208647934,3.98035365331225e-08,0.723063400418884,0.202071695671062,0.844653704842874,0.694544133819033,"chr036862.1",4725481,36862.1,"NC_","NC_036862.1",1,0.000574245621563359,1,1,1,1
"chr036862.1_4725482",0.297296100623125,7.44781002089243e-13,0.638324513041573,0.450815946815475,0.698569419791233,0.964278034712344,"chr036862.1",4725482,36862.1,"NC_","NC_036862.1",1,1.07449555171415e-08,1,1,1,1
"chr036862.1_4725505",0.584120466421631,7.24434874438584e-08,0.608980413090822,0.38209912124926,0.861748518140107,0.934725116085908,"chr036862.1",4725505,36862.1,"NC_","NC_036862.1",1,0.00104514219335255,1,1,1,1
"chr036862.1_4725512",0.340582066179134,3.08125039722493e-09,0.768650732939692,0.554370763789732,0.608363989186618,0.905347906271593,"chr036862.1",4725512,36862.1,"NC_","NC_036862.1",1,4.44531994807641e-05,1,1,1,1
"chr036862.1_4725519",0.503168167229069,1.1460875044414e-07,0.83800737557275,0.553625584398832,0.388420356851792,0.967938697414787,"chr036862.1",4725519,36862.1,"NC_","NC_036862.1",1,0.00165346044265761,1,1,1,1
"chr036862.1_6747451",7.74959375588095e-06,2.27969108676435e-06,0.29639125186171,0.810824845204715,0.802383381936213,0.485070392823053,"chr036862.1",6747451,36862.1,"NC_","NC_036862.1",0.111803389116095,0.0328891033087493,1,1,1,1
"chr036862.1_7066077",0.0275173694388498,1.25889036041411e-08,0.829584500724242,0.26879285466377,0.188471758868778,0.369934736065055,"chr036862.1",7066077,36862.1,"NC_","NC_036862.1",1,0.000181620112296944,1,1,1,1
"chr036862.1_25301467",1.86325860555051e-06,8.53260182047677e-08,0.236084996473474,0.0279566541444482,0.320443290060531,0.330342312076447,"chr036862.1",25301467,36862.1,"NC_","NC_036862.1",0.0268812319022773,0.00123099846464018,1,1,1,1
"chr036862.1_28681520",0.132962487489146,1.74732748224763e-06,0.369456914110053,0.691528824404555,0.700390130706086,0.172652768276334,"chr036862.1",28681520,36862.1,"NC_","NC_036862.1",1,0.0252086935863865,1,1,1,1
"chr036862.1_29495440",0.0462963079572046,3.81909960667392e-08,0.0372933414383953,0.000381782019932485,0.00710018249550449,0.3217450427527,"chr036862.1",29495440,36862.1,"NC_","NC_036862.1",1,0.000550981500254846,1,1,1,1
"chr036863.1_3506698",0.00175109615477445,8.7792667731373e-09,0.983390818114268,0.246601634095523,0.817653315524947,0.802377533558779,"chr036863.1",3506698,36863.1,"NC_","NC_036863.1",1,0.000126658481736052,1,1,1,1
"chr036863.1_5173791",0.0542602020446615,1.13810602093305e-06,0.0709502691437405,0.267621653041275,0.0462660070222392,0.563217732983742,"chr036863.1",5173791,36863.1,"NC_","NC_036863.1",1,0.0164194555640011,1,1,1,1
"chr036863.1_5175621",0.0330184278921609,9.55478545859469e-16,0.41261967483618,0.667311273434416,0.729476734558436,0.268308451910098,"chr036863.1",5175621,36863.1,"NC_","NC_036863.1",1,1.37846889811146e-11,1,1,1,1
"chr036863.1_9691781",6.94448922695674e-12,2.96888925118917e-06,0.337640539897123,0.889064891249201,0.618848297127135,0.83907427176922,"chr036863.1",9691781,36863.1,"NC_","NC_036863.1",1.00188146077305e-07,0.0428321652269061,1,1,1,1
"chr036863.1_25899468",0.000628185982856418,1.37266392053554e-19,0.0173318245434876,1.46102742320031e-05,0.0734981180097633,2.38752486853514e-06,"chr036863.1",25899468,36863.1,"NC_","NC_036863.1",1,1.98034223815662e-15,1,0.210782426345109,1,0.0344448212783565
"chr036863.1_26533996",0.000110345791638816,5.25681523050942e-26,0.050683973779411,0.197651105626263,4.51172095810021e-06,0.453731459458761,"chr036863.1",26533996,36863.1,"NC_","NC_036863.1",1,7.58400733305594e-22,1,1,0.0650905982625118,1
"chr036863.1_26707163",0.0798275515917097,1.91978044938365e-09,0.881682499362903,0.881607579185161,0.505118187806816,0.976696231152131,"chr036863.1",26707163,36863.1,"NC_","NC_036863.1",1,2.76966725432579e-05,1,1,1,1
"chr036863.1_26707311",0.0831069281571284,1.13098150822573e-06,0.0209974919842749,0.304078441031237,0.252505750323823,0.338923492638209,"chr036863.1",26707311,36863.1,"NC_","NC_036863.1",1,0.0163166702191726,1,1,1,1
"chr036863.1_44759158",0.193107084084926,5.27718979036807e-10,0.00541063585331288,0.585886281843756,0.36945964722279,0.653158934771432,"chr036863.1",44759158,36863.1,"NC_","NC_036863.1",1,7.61340171056401e-06,1,1,1,1
"chr036863.1_44759267",1.08904187573229e-09,3.1244686300812e-21,0.000213961568443362,0.0150416485815844,7.30903648387923e-05,0.541980712965939,"chr036863.1",44759267,36863.1,"NC_","NC_036863.1",1.57116071411898e-05,4.50767089261814e-17,1,1,1,1
"chr036863.1_46743567",6.48973023629016e-10,1.87235588483259e-09,0.411018183257517,0.141559511594909,0.151244979510005,0.000698042345311144,"chr036863.1",46743567,36863.1,"NC_","NC_036863.1",9.36273381189581e-06,2.70124783504798e-05,1,1,1,1
"chr036863.1_46743718",0.0010898525056086,1.55166998672466e-10,0.630215845307739,0.623676754837452,0.398113220632994,0.341909032139483,"chr036863.1",46743718,36863.1,"NC_","NC_036863.1",1,2.23859428984766e-06,1,1,1,1
"chr036864.1_204402",7.50194530946258e-06,3.39549632671471e-07,0.576816223974486,0.815319658506321,0.536036844848372,0.793427429802383,"chr036864.1",204402,36864.1,"NC_","NC_036864.1",0.108230564979617,0.00489868255055132,1,1,1,1
"chr036864.1_204480",3.52175541732653e-05,1.14895764619298e-13,0.336668327159555,0.532867065605423,0.175701455357189,0.0360169323304065,"chr036864.1",204480,36864.1,"NC_","NC_036864.1",0.508083654057699,1.65760119616261e-09,1,1,1,1
"chr036864.1_204594",5.38431124248588e-06,1.63491557866116e-08,0.735901056761066,0.210329582475538,0.108974322028167,0.801799683927999,"chr036864.1",204594,36864.1,"NC_","NC_036864.1",0.0776794582953437,0.000235869270533445,1,1,1,1
"chr036865.1_7412081",0.000730128688599534,2.94043881293874e-34,0.37977702461641,0.119045038057871,0.000107504604334042,0.40553792092082,"chr036865.1",7412081,36865.1,"NC_","NC_036865.1",1,4.24217107542671e-30,1,1,1,1
"chr036865.1_24650697",3.17199202149756e-08,3.08676987992567e-14,0.551069916805216,0.904013253831751,0.764185973161361,0.72389466602356,"chr036865.1",24650697,36865.1,"NC_","NC_036865.1",0.000457623288941453,4.45328290576877e-10,1,1,1,1
"chr036865.1_24650796",0.0448636045889928,1.06727362177595e-55,0.084849472000116,0.00910813823405757,0.179579041831317,0.00132205829873824,"chr036865.1",24650796,36865.1,"NC_","NC_036865.1",1,1.53975565413616e-51,1,1,1,1
"chr036865.1_24650797",0.00215314205971147,1.71359577466621e-12,0.376551821666189,0.778200301312513,0.989655726791664,0.281425705781475,"chr036865.1",24650797,36865.1,"NC_","NC_036865.1",1,2.47220462411095e-08,1,1,1,1
"chr036865.1_24650836",0.199758643371674,6.73131988414969e-07,0.830872459186396,0.0701845552345029,0.458018325570417,0.801158827726161,"chr036865.1",24650836,36865.1,"NC_","NC_036865.1",1,0.00971127519686276,1,1,1,1
"chr036866.1_4594602",0.00703233218069381,1.81220594903006e-07,0.455926568162706,0.00639237065608408,0.711921494311602,0.682743808561685,"chr036866.1",4594602,36866.1,"NC_","NC_036866.1",1,0.00261446952266567,1,1,1,1
"chr036866.1_9238855",0.07330107821528,2.51366468081402e-06,0.0663690293158527,0.000259745890190064,0.000364103695064932,0.0328417315528906,"chr036866.1",9238855,36866.1,"NC_","NC_036866.1",1,0.0362646403501038,1,1,1,1
"chr036866.1_19865613",0.0914372365636266,3.06498286790355e-07,0.962732777747824,0.244974662895857,0.256339479451557,0.966167309231233,"chr036866.1",19865613,36866.1,"NC_","NC_036866.1",1,0.00442185078352445,1,1,1,1
"chr036866.1_19865749",0.00642712596436392,3.3969072075334e-07,0.22380067897165,0.639151714848159,0.916838340003786,0.375500141604754,"chr036866.1",19865749,36866.1,"NC_","NC_036866.1",1,0.00490071802830844,1,1,1,1
"chr036866.1_27658415",0.468699548744408,7.09214341788402e-13,0.0868608258894221,0.105562240427011,0.803266770002576,0.0830513870329613,"chr036866.1",27658415,36866.1,"NC_","NC_036866.1",1,1.02318353089813e-08,1,1,1,1
"chr036866.1_35656554",0.000106454103366256,5.17018240139273e-18,0.18854156591781,0.0280527879447747,0.370072920785171,0.907167822073735,"chr036866.1",35656554,36866.1,"NC_","NC_036866.1",1,7.4590221504893e-14,1,1,1,1
"chr036866.1_35656883",0.138733107217348,7.65968045208008e-18,0.911055486190776,0.0272321575182172,0.273181773073566,0.713694874853338,"chr036866.1",35656883,36866.1,"NC_","NC_036866.1",1,1.10506209882159e-13,1,1,1,1
"chr036866.1_35656884",0.00896368797736831,7.19263620840868e-07,0.473759454210388,0.413426661921063,0.988180995940037,0.901670472983121,"chr036866.1",35656884,36866.1,"NC_","NC_036866.1",1,0.0103768162578712,1,1,1,1
"chr036866.1_35656890",0.000228124708446425,1.14995158447492e-06,0.58710575164518,2.6784498708723e-08,0.0640199740346942,0.24714715572609,"chr036866.1",35656890,36866.1,"NC_","NC_036866.1",1,0.0165903515092197,1,0.000386419962870746,1,1
"chr036866.1_35656911",2.65128155892166e-07,1.69274037382677e-09,0.827803294404399,7.1833285324864e-05,0.0289170091911878,0.165534225476094,"chr036866.1",35656911,36866.1,"NC_","NC_036866.1",0.00382500390505628,2.44211653731988e-05,1,1,1,1
"chr036866.1_35656931",2.86643327140152e-05,1.76949615432936e-07,0.887875416798893,0.777710989410371,0.696783535735431,0.704314149145434,"chr036866.1",35656931,36866.1,"NC_","NC_036866.1",0.413540328065097,0.00255285210185097,1,1,1,1
"chr036866.1_35656940",0.000238037193935858,6.02644614196721e-07,0.195184445404541,0.133366151619114,0.102388749824425,0.0945811563907788,"chr036866.1",35656940,36866.1,"NC_","NC_036866.1",1,0.0086943538490161,1,1,1,1
"chr036866.1_44339794",1.84881407114904e-05,8.67265707402148e-07,0.418012920101606,0.814218889814581,0.100456477555099,0.868416937314347,"chr036866.1",44339794,36866.1,"NC_","NC_036866.1",0.266728406044672,0.0125120423606908,1,1,1,1
"chr036866.1_49036349",1.46565740813489e-05,7.85744100520922e-07,0.202210462809678,0.002977235806928,0.049313595058081,0.269994233350975,"chr036866.1",49036349,36866.1,"NC_","NC_036866.1",0.211450394271621,0.0113359301382153,1,1,1,1
"chr036866.1_49036933",0.111698546990676,1.84261448799899e-08,0.0428898706246022,0.79835553759738,6.05061923043957e-05,0.59853577828985,"chr036866.1",49036933,36866.1,"NC_","NC_036866.1",1,0.000265833992183615,1,1,0.872922836375516,1
"chr036867.1_5984034",0.545689140964853,2.39194796977186e-10,0.54383834895043,0.0577715069931309,0.740472114128892,0.692192257544884,"chr036867.1",5984034,36867.1,"NC_","NC_036867.1",1,3.45086333598987e-06,1,1,1,1
"chr036867.1_9316811",3.82210890873533e-07,3.40841225009667e-10,0.446177174611345,2.09054149655383e-06,0.044172825139533,0.0957281569033123,"chr036867.1",9316811,36867.1,"NC_","NC_036867.1",0.00551415652263245,4.91731635321447e-06,1,0.0301602421707822,1,1
"chr036867.1_9316856",9.03678847587068e-10,2.26771343131308e-07,0.987961408895083,0.0067612514397789,0.278202530698109,0.0815906659549435,"chr036867.1",9316856,36867.1,"NC_","NC_036867.1",1.30373747341386e-05,0.00327163016735538,1,1,1,1
"chr036867.1_9317030",0.383885651122729,1.64177536735259e-13,0.757695421902864,0.0470857789506699,0.236080748744992,0.093707091648979,"chr036867.1",9317030,36867.1,"NC_","NC_036867.1",1,2.36858932247958e-09,1,1,1,1
"chr036867.1_17635829",0.829137520108854,7.34189427888528e-07,0.551395183629208,0.271719732335857,0.0243979496257401,0.191544970261886,"chr036867.1",17635829,36867.1,"NC_","NC_036867.1",1,0.0105921508761478,1,1,1,1
"chr036867.1_18664931",0.0226378104262766,3.08940770260063e-06,0.615764578673379,0.61219769717905,0.101477274303355,0.106321427354712,"chr036867.1",18664931,36867.1,"NC_","NC_036867.1",1,0.0445708849254193,1,1,1,1
"chr036867.1_21318060",0.287969349315469,8.12264402161087e-09,0.0613988886618131,0.125911533276914,0.0779931900572652,0.188278689759664,"chr036867.1",21318060,36867.1,"NC_","NC_036867.1",1,0.00011718538529978,1,1,1,1
"chr036867.1_26053875",1.35489665243101e-05,2.24934961025444e-13,0.0289760688656775,0.135113708438008,0.699281519585706,0.132091205836032,"chr036867.1",26053875,36867.1,"NC_","NC_036867.1",0.195470940046221,3.24513668271407e-09,1,1,1,1
"chr036867.1_26500475",0.3715745814818,3.41745822062061e-10,0.0274930942298642,0.627019703236681,0.750165905604152,0.496455957525556,"chr036867.1",26500475,36867.1,"NC_","NC_036867.1",1,4.93036697488936e-06,1,1,1,1
"chr036867.1_26500681",0.000160623692300707,2.4289507504926e-08,0.856591824574332,0.456564927017066,0.326287842371867,0.240609555211563,"chr036867.1",26500681,36867.1,"NC_","NC_036867.1",1,0.000350424724773567,1,1,1,1
"chr036867.1_26500685",2.73765945807711e-08,1.95206530137269e-06,0.176462002872399,0.350544994480753,0.258596469005677,0.563981728994822,"chr036867.1",26500685,36867.1,"NC_","NC_036867.1",0.000394962130016785,0.0281624461029039,1,1,1,1
"chr036867.1_27912741",4.43637843531668e-07,1.32159909312233e-09,0.0522364476147902,0.171487826138859,0.729117003384396,2.68957608526454e-05,"chr036867.1",27912741,36867.1,"NC_","NC_036867.1",0.00640036316863138,1.90667101164759e-05,1,1,1,0.388025141821115
"chr036867.1_27912843",0.0219159510246609,9.99866129834316e-07,0.508654795743809,0.108743507861377,0.0273194623255648,0.323933482370165,"chr036867.1",27912843,36867.1,"NC_","NC_036867.1",1,0.0144250686551197,1,1,1,1
"chr036867.1_28906184",0.440897011199502,1.44497684384793e-06,0.354938062503829,0.285274379794887,0.137245669413041,0.0339608797088544,"chr036867.1",28906184,36867.1,"NC_","NC_036867.1",1,0.0208466809261941,1,1,1,1
"chr036867.1_33083473",0.198151122534843,3.61336762381877e-07,0.882948193501165,0.21937815740517,0.589810156111609,0.720409889356017,"chr036867.1",33083473,36867.1,"NC_","NC_036867.1",1,0.00521300547088335,1,1,1,1
"chr036867.1_38731671",0.441158123035832,3.76658871649111e-08,0.834773986247196,0.0558970222144093,0.471694658453984,0.0637406417771908,"chr036867.1",38731671,36867.1,"NC_","NC_036867.1",1,0.000543405754128173,1,1,1,1
"chr036867.1_38731675",0.000792094080167338,1.05934410446069e-10,0.477789775069943,0.923813946754124,0.200833532460817,0.201613987149498,"chr036867.1",38731675,36867.1,"NC_","NC_036867.1",1,1.52831573950543e-06,1,1,1,1
"chr036867.1_38731676",0.0745273023413215,3.45030579984205e-13,0.731453143280718,0.279802249515996,0.508053280906738,0.196392844345642,"chr036867.1",38731676,36867.1,"NC_","NC_036867.1",1,4.97775617743213e-09,1,1,1,1
"chr036867.1_38731701",0.00843462961214087,2.3248852912874e-06,0.381114642550856,0.184402743675584,0.105738485866086,0.0814069865775306,"chr036867.1",38731701,36867.1,"NC_","NC_036867.1",1,0.0335411200974033,1,1,1,1
"chr036867.1_38731737",0.0453102571469537,1.47168979751917e-07,0.133453938440946,5.51405699424086e-05,0.101454899289658,0.720856109161159,"chr036867.1",38731737,36867.1,"NC_","NC_036867.1",1,0.00212320687088091,1,0.795513002559128,1,1
"chr036867.1_38731788",0.0262064499780571,1.23219240927582e-22,0.0265039029832885,0.00646949755445848,0.166643062781428,0.021715821021322,"chr036867.1",38731788,36867.1,"NC_","NC_036867.1",1,1.77768398886223e-18,1,1,1,1
"chr036867.1_38731789",0.0547477208575379,4.30325441343316e-07,0.277772889775235,0.972354236735339,0.653617180334981,0.673824533092519,"chr036867.1",38731789,36867.1,"NC_","NC_036867.1",1,0.00620830514226002,1,1,1,1
"chr036867.1_38731792",0.0580500909796669,2.54938316868475e-07,0.332193450932892,0.676738054625699,0.154521987130548,0.153439518752697,"chr036867.1",38731792,36867.1,"NC_","NC_036867.1",1,0.00367799509746149,1,1,1,1
"chr036867.1_38731842",0.00163756060079572,8.71211568889134e-16,0.400418091858389,0.00634307030736766,0.403067994753812,0.00310352671489462,"chr036867.1",38731842,36867.1,"NC_","NC_036867.1",1,1.25689693043635e-11,1,1,1,1
"chr036868.1_10315363",0.245156218325852,3.68513776629432e-07,0.133775291558454,0.0376378295963487,0.758242533855204,0.0629022195863918,"chr036868.1",10315363,36868.1,"NC_","NC_036868.1",1,0.00531654825543282,1,1,1,1
"chr036868.1_11397151",0.141588590016224,4.60959866962519e-08,0.288325450697569,0.374046881533618,0.144359059157768,0.296408998812409,"chr036868.1",11397151,36868.1,"NC_","NC_036868.1",1,0.000665026800066826,1,1,1,1
"chr036868.1_11397332",0.830887643933922,3.91902396932538e-09,0.988677411166305,0.0300577071562445,4.58163306559967e-10,0.844530244270523,"chr036868.1",11397332,36868.1,"NC_","NC_036868.1",1,5.65397588054572e-05,1,1,6.60992202374064e-06,1
"chr036868.1_18078371",1.54523364102264e-13,1.96247199736037e-14,0.223873477143645,0.700748522312811,0.817173070502641,0.187724428486299,"chr036868.1",18078371,36868.1,"NC_","NC_036868.1",2.22930857390336e-09,2.83125835059181e-10,1,1,1,1
"chr036868.1_25026330",0.00553576464321317,2.70930653592614e-07,0.875502923259881,0.382983806734396,0.195068376782073,0.863632671076067,"chr036868.1",25026330,36868.1,"NC_","NC_036868.1",1,0.00390871653938064,1,1,1,1
"chr036868.1_25026336",4.31569451757926e-08,4.13431896767786e-12,0.873129734982485,0.00473869097643323,0.356169677067987,0.604958602903459,"chr036868.1",25026336,36868.1,"NC_","NC_036868.1",0.000622625248051159,5.96458197466885e-08,1,1,1,1
