"NCBI","POS","fst_LB","fst_SB","fst_PL","highest","chrom","start","end"
"NC_036871.1",17540000,0,0,0.284592,0.284592,"chr036871.1",17490001,17590000
"NC_036871.1",17550000,0,0,0.284107,0.284107,"chr036871.1",17500001,17600000
"NC_036871.1",17560000,0,0,0.29743,0.29743,"chr036871.1",17510001,17610000
"NC_036871.1",17570000,0,0,0.317404,0.317404,"chr036871.1",17520001,17620000
"NC_036871.1",17580000,0,0,0.295695,0.295695,"chr036871.1",17530001,17630000
"NC_036871.1",18030000,0.194269,0.128955,0.233278,0.233278,"chr036871.1",17980001,18080000
"NC_036871.1",18040000,0.282715,0.216911,0.325916,0.325916,"chr036871.1",17990001,18090000
"NC_036871.1",18050000,0.338109,0.332154,0.341728,0.341728,"chr036871.1",18000001,18100000
"NC_036871.1",18060000,0.37796,0.386685,0.350172,0.386685,"chr036871.1",18010001,18110000
"NC_036871.1",18070000,0.415997,0.444115,0.362891,0.444115,"chr036871.1",18020001,18120000
"NC_036871.1",18080000,0.412719,0.445792,0.33394,0.445792,"chr036871.1",18030001,18130000
"NC_036871.1",18090000,0.42647,0.460208,0.328023,0.460208,"chr036871.1",18040001,18140000
"NC_036871.1",18100000,0.425012,0.453073,0.325206,0.453073,"chr036871.1",18050001,18150000
"NC_036871.1",18110000,0.422939,0.45463,0.309307,0.45463,"chr036871.1",18060001,18160000
"NC_036871.1",18120000,0.433242,0.461982,0.310033,0.461982,"chr036871.1",18070001,18170000
"NC_036871.1",18130000,0.448898,0.473506,0.289523,0.473506,"chr036871.1",18080001,18180000
"NC_036871.1",18140000,0.278951,0.308749,0.0636029,0.308749,"chr036871.1",18090001,18190000
"NC_036871.1",18150000,0.24142,0.26336,0.0464013,0.26336,"chr036871.1",18100001,18200000
"NC_036871.1",18220000,0.187656,0.222795,0.0210082,0.222795,"chr036871.1",18170001,18270000
"NC_036871.1",18230000,0.189704,0.224804,0.0232573,0.224804,"chr036871.1",18180001,18280000
"NC_036871.1",18240000,0.277718,0.30985,0.0353925,0.30985,"chr036871.1",18190001,18290000
"NC_036871.1",18250000,0.285476,0.332804,0.0402727,0.332804,"chr036871.1",18200001,18300000
"NC_036871.1",18260000,0.322579,0.384854,0.0469427,0.384854,"chr036871.1",18210001,18310000
"NC_036871.1",18270000,0.24232,0.321895,0.0940349,0.321895,"chr036871.1",18220001,18320000
"NC_036871.1",18280000,0.219272,0.317149,0.0978673,0.317149,"chr036871.1",18230001,18330000
"NC_036871.1",18290000,0.227412,0.316724,0.10088,0.316724,"chr036871.1",18240001,18340000
"NC_036871.1",18300000,0.230025,0.320629,0.114446,0.320629,"chr036871.1",18250001,18350000
"NC_036871.1",18310000,0.173496,0.268772,0.110603,0.268772,"chr036871.1",18260001,18360000
"NC_036871.1",18320000,0.119174,0.216283,0.104094,0.216283,"chr036871.1",18270001,18370000
"NC_036871.1",18330000,0.113411,0.208852,0.0999527,0.208852,"chr036871.1",18280001,18380000
"NC_036871.1",18670000,0.0495471,0.279417,0,0.279417,"chr036871.1",18620001,18720000
"NC_036871.1",18680000,0.0639312,0.352352,0,0.352352,"chr036871.1",18630001,18730000
"NC_036871.1",18690000,0.059537,0.401108,0,0.401108,"chr036871.1",18640001,18740000
"NC_036871.1",18700000,0.021539,0.402954,0,0.402954,"chr036871.1",18650001,18750000
"NC_036871.1",18710000,0.00520294,0.414231,0,0.414231,"chr036871.1",18660001,18760000
"NC_036871.1",18720000,0.00513686,0.432173,0,0.432173,"chr036871.1",18670001,18770000
"NC_036871.1",18730000,0.0269878,0.437841,0.00158025,0.437841,"chr036871.1",18680001,18780000
"NC_036871.1",18740000,0.0660265,0.440424,0.0359648,0.440424,"chr036871.1",18690001,18790000
"NC_036871.1",18750000,0.113641,0.439385,0.0746233,0.439385,"chr036871.1",18700001,18800000
"NC_036871.1",18760000,0.119232,0.43413,0.0783865,0.43413,"chr036871.1",18710001,18810000
"NC_036871.1",18770000,0.119283,0.429764,0.0563803,0.429764,"chr036871.1",18720001,18820000
"NC_036871.1",18780000,0.102925,0.392432,0.0870218,0.392432,"chr036871.1",18730001,18830000
"NC_036871.1",18790000,0.0666404,0.318091,0.159958,0.318091,"chr036871.1",18740001,18840000
"NC_036871.1",18800000,0.0866023,0.35691,0.123023,0.35691,"chr036871.1",18750001,18850000
"NC_036871.1",18810000,0.0771353,0.363896,0.129908,0.363896,"chr036871.1",18760001,18860000
"NC_036871.1",18820000,0.0782592,0.355541,0.138717,0.355541,"chr036871.1",18770001,18870000
"NC_036871.1",18830000,0.0784791,0.369266,0.132577,0.369266,"chr036871.1",18780001,18880000
"NC_036871.1",18840000,0.0736268,0.364546,0.132115,0.364546,"chr036871.1",18790001,18890000
"NC_036871.1",18850000,0.0874862,0.376325,0.122908,0.376325,"chr036871.1",18800001,18900000
"NC_036871.1",18860000,0.091339,0.377598,0.121515,0.377598,"chr036871.1",18810001,18910000
"NC_036871.1",18870000,0.102187,0.376185,0.117062,0.376185,"chr036871.1",18820001,18920000
"NC_036871.1",18880000,0.114551,0.380744,0.110908,0.380744,"chr036871.1",18830001,18930000
"NC_036871.1",18890000,0.0889656,0.364857,0.0977939,0.364857,"chr036871.1",18840001,18940000
"NC_036871.1",18900000,0.10604,0.372792,0.097886,0.372792,"chr036871.1",18850001,18950000
"NC_036871.1",18910000,0.117884,0.357831,0.0921837,0.357831,"chr036871.1",18860001,18960000
"NC_036871.1",18920000,0.127354,0.320185,0.0422559,0.320185,"chr036871.1",18870001,18970000
"NC_036871.1",18930000,0.129004,0.294906,0.0244342,0.294906,"chr036871.1",18880001,18980000
"NC_036871.1",18940000,0.139876,0.267541,0.00641094,0.267541,"chr036871.1",18890001,18990000
"NC_036871.1",18950000,0.136511,0.228359,0,0.228359,"chr036871.1",18900001,1.9e+07
"NC_036871.1",18960000,0.142119,0.21604,0,0.21604,"chr036871.1",18910001,19010000
"NC_036871.1",19170000,0.0423981,0.23718,0.141512,0.23718,"chr036871.1",19120001,19220000
"NC_036871.1",19180000,0.00909069,0.215381,0.130659,0.215381,"chr036871.1",19130001,19230000
"NC_036871.1",19190000,0.0135354,0.228843,0.138022,0.228843,"chr036871.1",19140001,19240000
"NC_036871.1",19200000,0.00953788,0.257207,0.161344,0.257207,"chr036871.1",19150001,19250000
"NC_036871.1",19210000,0.000214652,0.302216,0.204142,0.302216,"chr036871.1",19160001,19260000
"NC_036871.1",19220000,0.00292151,0.302898,0.196845,0.302898,"chr036871.1",19170001,19270000
"NC_036871.1",19230000,0.0167883,0.28957,0.193378,0.28957,"chr036871.1",19180001,19280000
"NC_036871.1",19240000,0.00199338,0.277307,0.20352,0.277307,"chr036871.1",19190001,19290000
"NC_036871.1",19250000,0,0.25955,0.203877,0.25955,"chr036871.1",19200001,19300000
"NC_036871.1",19260000,0,0.231165,0.196039,0.231165,"chr036871.1",19210001,19310000
"NC_036871.1",19280000,0,0.226815,0.228959,0.228959,"chr036871.1",19230001,19330000
"NC_036871.1",19290000,0,0.281187,0.271143,0.281187,"chr036871.1",19240001,19340000
"NC_036871.1",19300000,0,0.280929,0.266176,0.280929,"chr036871.1",19250001,19350000
"NC_036871.1",19310000,0,0.237138,0.22454,0.237138,"chr036871.1",19260001,19360000
"NC_036871.1",19320000,0,0.250727,0.243004,0.250727,"chr036871.1",19270001,19370000
"NC_036871.1",19330000,0,0.25353,0.219378,0.25353,"chr036871.1",19280001,19380000
"NC_036871.1",19340000,0,0.245511,0.219931,0.245511,"chr036871.1",19290001,19390000
"NC_036871.1",19350000,0,0.268042,0.223109,0.268042,"chr036871.1",19300001,19400000
"NC_036871.1",19360000,0.000455625,0.232131,0.165616,0.232131,"chr036871.1",19310001,19410000
"NC_036871.1",19370000,0.00636123,0.255644,0.175372,0.255644,"chr036871.1",19320001,19420000
"NC_036871.1",19380000,0.0102561,0.261654,0.173657,0.261654,"chr036871.1",19330001,19430000
"NC_036871.1",19390000,0.0307828,0.211748,0.117347,0.211748,"chr036871.1",19340001,19440000
"NC_036871.1",20540000,0.00764949,0.233049,0.143111,0.233049,"chr036871.1",20490001,20590000
"NC_036871.1",20550000,0.018437,0.286561,0.166462,0.286561,"chr036871.1",20500001,20600000
"NC_036871.1",20560000,0.0188837,0.325661,0.185723,0.325661,"chr036871.1",20510001,20610000
"NC_036871.1",20570000,0.0149944,0.319045,0.176666,0.319045,"chr036871.1",20520001,20620000
"NC_036871.1",20580000,0.0151033,0.319045,0.177466,0.319045,"chr036871.1",20530001,20630000
"NC_036871.1",20590000,0.0282715,0.322948,0.17271,0.322948,"chr036871.1",20540001,20640000
"NC_036871.1",20600000,0.0286159,0.301726,0.155506,0.301726,"chr036871.1",20550001,20650000
"NC_036871.1",20610000,0.0354919,0.334903,0.174859,0.334903,"chr036871.1",20560001,20660000
"NC_036871.1",20620000,0.0573001,0.419082,0.23201,0.419082,"chr036871.1",20570001,20670000
"NC_036871.1",20630000,0.0589728,0.342562,0.155694,0.342562,"chr036871.1",20580001,20680000
"NC_036871.1",20640000,0.0614193,0.221675,0.0304174,0.221675,"chr036871.1",20590001,20690000
"NC_036871.1",20900000,0.147414,0.238453,0.00364533,0.238453,"chr036871.1",20850001,20950000
"NC_036871.1",20910000,0.139953,0.203529,0,0.203529,"chr036871.1",20860001,20960000
"NC_036871.1",20960000,0.115363,0.216022,0.00673982,0.216022,"chr036871.1",20910001,21010000
"NC_036871.1",21390000,0.0101742,0.0207208,0.20344,0.20344,"chr036871.1",21340001,21440000
"NC_036871.1",21410000,0.0238069,0.00889162,0.253557,0.253557,"chr036871.1",21360001,21460000
"NC_036871.1",21420000,0.0166746,0.00872669,0.218021,0.218021,"chr036871.1",21370001,21470000
"NC_036871.1",21430000,0.019652,0.00320241,0.21317,0.21317,"chr036871.1",21380001,21480000
"NC_036871.1",25300000,0.201449,0.0936121,0.118132,0.201449,"chr036871.1",25250001,25350000
"NC_036871.1",25310000,0.200755,0.0974789,0.135587,0.200755,"chr036871.1",25260001,25360000
"NC_036871.1",25350000,0.203385,0.122723,0.108415,0.203385,"chr036871.1",25300001,25400000
"NC_036871.1",25360000,0.21168,0.113039,0.1081,0.21168,"chr036871.1",25310001,25410000
"NC_036871.1",25370000,0.208281,0.105223,0.112034,0.208281,"chr036871.1",25320001,25420000
"NC_036871.1",25380000,0.217334,0.0933939,0.105173,0.217334,"chr036871.1",25330001,25430000
"NC_036871.1",25390000,0.217982,0.0744851,0.136254,0.217982,"chr036871.1",25340001,25440000
"NC_036871.1",25400000,0.233053,0.0856163,0.139675,0.233053,"chr036871.1",25350001,25450000
"NC_036871.1",25410000,0.241625,0.0924113,0.136484,0.241625,"chr036871.1",25360001,25460000
"NC_036871.1",25420000,0.249121,0.116669,0.137578,0.249121,"chr036871.1",25370001,25470000
"NC_036871.1",25430000,0.237619,0.0941083,0.128838,0.237619,"chr036871.1",25380001,25480000
"NC_036871.1",25440000,0.241943,0.0975196,0.079655,0.241943,"chr036871.1",25390001,25490000
"NC_036871.1",25450000,0.207961,0.0844401,0.0256584,0.207961,"chr036871.1",25400001,25500000
"NC_036871.1",26380000,0,0.202872,0,0.202872,"chr036871.1",26330001,26430000
"NC_036871.1",26560000,0.200456,0.0507108,0.0571042,0.200456,"chr036871.1",26510001,26610000
"NC_036871.1",26570000,0.216327,0.056979,0.0599536,0.216327,"chr036871.1",26520001,26620000
"NC_036871.1",26580000,0.247966,0.0713995,0.0670129,0.247966,"chr036871.1",26530001,26630000
"NC_036871.1",26590000,0.27481,0.0270743,0.0764595,0.27481,"chr036871.1",26540001,26640000
"NC_036871.1",26600000,0.289874,0.01365,0.0751926,0.289874,"chr036871.1",26550001,26650000
"NC_036871.1",26610000,0.232881,0,0.070761,0.232881,"chr036871.1",26560001,26660000
"NC_036871.1",27080000,0,0.200556,0,0.200556,"chr036871.1",27030001,27130000
"NC_036871.1",27090000,0,0.261049,0,0.261049,"chr036871.1",27040001,27140000
"NC_036871.1",27100000,0,0.292074,0,0.292074,"chr036871.1",27050001,27150000
"NC_036871.1",27110000,0,0.218976,0,0.218976,"chr036871.1",27060001,27160000
"NC_036871.1",27720000,0,0.214827,0,0.214827,"chr036871.1",27670001,27770000
"NC_036871.1",27730000,0,0.316564,0,0.316564,"chr036871.1",27680001,27780000
"NC_036871.1",27740000,0.00317273,0.215321,0,0.215321,"chr036871.1",27690001,27790000
"NC_036871.1",27750000,0,0.199402,0,0.199402,"chr036871.1",27700001,27800000
"NC_036871.1",28580000,0,0.212058,0,0.212058,"chr036871.1",28530001,28630000
"NC_036871.1",28590000,0,0.214693,0,0.214693,"chr036871.1",28540001,28640000
"NC_036871.1",29870000,0.0157698,0.0232124,0.211188,0.211188,"chr036871.1",29820001,29920000
"NC_036871.1",29880000,0.0175968,0.0175164,0.231104,0.231104,"chr036871.1",29830001,29930000
"NC_036871.1",29890000,0.0135598,0.0218983,0.219542,0.219542,"chr036871.1",29840001,29940000
"NC_036871.1",29900000,0.0140003,0.0247617,0.241653,0.241653,"chr036871.1",29850001,29950000
"NC_036871.1",29910000,0.0218563,0.0243375,0.238106,0.238106,"chr036871.1",29860001,29960000
"NC_036871.1",29920000,0.0223894,0.031123,0.249839,0.249839,"chr036871.1",29870001,29970000
"NC_036871.1",29930000,0.0471548,0.0526229,0.339254,0.339254,"chr036871.1",29880001,29980000
"NC_036871.1",29940000,0.0437738,0.0528388,0.292267,0.292267,"chr036871.1",29890001,29990000
"NC_036871.1",29950000,0.0330841,0.0364609,0.247257,0.247257,"chr036871.1",29900001,3e+07
"NC_036871.1",29960000,0.0111406,0.00738971,0.201134,0.201134,"chr036871.1",29910001,30010000
"NC_036871.1",30130000,0,0.00350088,0.205167,0.205167,"chr036871.1",30080001,30180000
"NC_036871.1",30140000,0,0.00455227,0.222079,0.222079,"chr036871.1",30090001,30190000
"NC_036871.1",30150000,0,0.0257232,0.23848,0.23848,"chr036871.1",30100001,30200000
"NC_036871.1",36520000,0.218577,0,0,0.218577,"chr036871.1",36470001,36570000
"NC_036871.1",36530000,0.2458,0,0,0.2458,"chr036871.1",36480001,36580000
"NC_036871.1",36540000,0.297985,0,0,0.297985,"chr036871.1",36490001,36590000
"NC_036871.1",36550000,0.274384,0,0,0.274384,"chr036871.1",36500001,36600000
"NC_036871.1",36560000,0.236182,0,0,0.236182,"chr036871.1",36510001,36610000
"NC_036871.1",36570000,0.246739,0,0,0.246739,"chr036871.1",36520001,36620000
"NC_036871.1",36580000,0.235547,0,0,0.235547,"chr036871.1",36530001,36630000
"NC_036871.1",36590000,0.228896,0,0,0.228896,"chr036871.1",36540001,36640000
"NC_036871.1",36600000,0.261561,0,0,0.261561,"chr036871.1",36550001,36650000
"NC_036871.1",36610000,0.26339,0,0,0.26339,"chr036871.1",36560001,36660000
"NC_036871.1",36620000,0.262209,0,0,0.262209,"chr036871.1",36570001,36670000
"NC_036871.1",36630000,0.264012,0,0,0.264012,"chr036871.1",36580001,36680000
"NC_036871.1",36640000,0.215412,0,0,0.215412,"chr036871.1",36590001,36690000
"NC_036871.1",36650000,0.223206,0,0,0.223206,"chr036871.1",36600001,36700000
"NC_036871.1",36660000,0.243892,0,0,0.243892,"chr036871.1",36610001,36710000
"NC_036871.1",36670000,0.255257,0,0,0.255257,"chr036871.1",36620001,36720000
"NC_036871.1",36680000,0.242527,0,0,0.242527,"chr036871.1",36630001,36730000
"NC_036871.1",36690000,0.238487,0,0,0.238487,"chr036871.1",36640001,36740000
"NC_036871.1",36700000,0.22359,0,0,0.22359,"chr036871.1",36650001,36750000
"NC_036871.1",36710000,0.206425,0,0,0.206425,"chr036871.1",36660001,36760000
"NC_036872.1",2240000,0.130816,0,0.231944,0.231944,"chr036872.1",2190001,2290000
"NC_036872.1",2250000,0.0521381,0.00675467,0.380704,0.380704,"chr036872.1",2200001,2300000
"NC_036872.1",2260000,0.0486893,0.0185763,0.394347,0.394347,"chr036872.1",2210001,2310000
"NC_036872.1",2270000,0.0388152,0.0231315,0.364134,0.364134,"chr036872.1",2220001,2320000
"NC_036872.1",2280000,0.0352978,0.0198661,0.298749,0.298749,"chr036872.1",2230001,2330000
"NC_036872.1",2290000,0.0319574,0.0168251,0.264732,0.264732,"chr036872.1",2240001,2340000
"NC_036872.1",2300000,0.0299373,0.0143621,0.257301,0.257301,"chr036872.1",2250001,2350000
"NC_036872.1",2310000,0.0279731,0.0129804,0.250796,0.250796,"chr036872.1",2260001,2360000
"NC_036872.1",2320000,0.0270916,0.0112816,0.248933,0.248933,"chr036872.1",2270001,2370000
"NC_036872.1",2330000,0.0204796,0.00882521,0.226876,0.226876,"chr036872.1",2280001,2380000
"NC_036872.1",2340000,0.0180326,0.00751208,0.220687,0.220687,"chr036872.1",2290001,2390000
"NC_036872.1",3340000,0.0223665,0.229146,0.051412,0.229146,"chr036872.1",3290001,3390000
"NC_036872.1",3360000,0.0236438,0.233678,0.031318,0.233678,"chr036872.1",3310001,3410000
"NC_036872.1",4380000,0,0.219909,0,0.219909,"chr036872.1",4330001,4430000
"NC_036872.1",4390000,0,0.223187,0,0.223187,"chr036872.1",4340001,4440000
"NC_036872.1",4400000,0,0.233312,0,0.233312,"chr036872.1",4350001,4450000
"NC_036872.1",4410000,0,0.249774,0,0.249774,"chr036872.1",4360001,4460000
"NC_036872.1",4420000,0,0.229167,0,0.229167,"chr036872.1",4370001,4470000
"NC_036872.1",4430000,0,0.222831,0,0.222831,"chr036872.1",4380001,4480000
"NC_036872.1",4440000,0,0.223339,0,0.223339,"chr036872.1",4390001,4490000
"NC_036872.1",4450000,0,0.218234,0,0.218234,"chr036872.1",4400001,4500000
"NC_036872.1",4460000,0,0.212197,0,0.212197,"chr036872.1",4410001,4510000
"NC_036872.1",4470000,0,0.209815,0,0.209815,"chr036872.1",4420001,4520000
"NC_036872.1",5360000,0,0.244398,0,0.244398,"chr036872.1",5310001,5410000
"NC_036872.1",5370000,0,0.241159,0,0.241159,"chr036872.1",5320001,5420000
"NC_036872.1",5380000,0,0.236937,0,0.236937,"chr036872.1",5330001,5430000
"NC_036872.1",5390000,0,0.23325,0,0.23325,"chr036872.1",5340001,5440000
"NC_036872.1",5400000,0,0.232968,0.00369457,0.232968,"chr036872.1",5350001,5450000
"NC_036872.1",5410000,0,0.205725,0,0.205725,"chr036872.1",5360001,5460000
"NC_036872.1",6600000,0.222564,0.0698753,0.00287986,0.222564,"chr036872.1",6550001,6650000
"NC_036872.1",6610000,0.203352,0.061765,0.00858186,0.203352,"chr036872.1",6560001,6660000
"NC_036872.1",6660000,0.203075,0.0178327,0.00873612,0.203075,"chr036872.1",6610001,6710000
"NC_036872.1",6820000,0.267113,0.0265857,0,0.267113,"chr036872.1",6770001,6870000
"NC_036872.1",6830000,0.302693,0.0365339,0,0.302693,"chr036872.1",6780001,6880000
"NC_036872.1",6840000,0.22583,0.0340948,0,0.22583,"chr036872.1",6790001,6890000
"NC_036872.1",6850000,0.219101,0.0340322,0,0.219101,"chr036872.1",6800001,6900000
"NC_036872.1",6890000,0.22437,0.0581049,0.129855,0.22437,"chr036872.1",6840001,6940000
"NC_036872.1",6900000,0.253762,0.0488696,0.167687,0.253762,"chr036872.1",6850001,6950000
"NC_036872.1",6910000,0.255485,0.0494346,0.169032,0.255485,"chr036872.1",6860001,6960000
"NC_036872.1",6920000,0.260995,0.0518587,0.169071,0.260995,"chr036872.1",6870001,6970000
"NC_036872.1",6930000,0.279352,0.0541834,0.182435,0.279352,"chr036872.1",6880001,6980000
"NC_036872.1",6940000,0.308536,0.0568098,0.202589,0.308536,"chr036872.1",6890001,6990000
"NC_036872.1",6950000,0.309481,0.0575479,0.202235,0.309481,"chr036872.1",6900001,7e+06
"NC_036872.1",6960000,0.300529,0.0529265,0.18752,0.300529,"chr036872.1",6910001,7010000
"NC_036872.1",6970000,0.291823,0.0519266,0.180493,0.291823,"chr036872.1",6920001,7020000
"NC_036872.1",6980000,0.283992,0.0320968,0.180873,0.283992,"chr036872.1",6930001,7030000
"NC_036872.1",6990000,0.226526,0.0199819,0.140131,0.226526,"chr036872.1",6940001,7040000
"NC_036872.1",7390000,0.0263543,0.0330334,0.221948,0.221948,"chr036872.1",7340001,7440000
"NC_036872.1",7510000,0.0124038,0,0.201749,0.201749,"chr036872.1",7460001,7560000
"NC_036872.1",8670000,0.215612,0,0,0.215612,"chr036872.1",8620001,8720000
"NC_036872.1",8680000,0.281894,0,0,0.281894,"chr036872.1",8630001,8730000
"NC_036872.1",8690000,0.298181,0,0,0.298181,"chr036872.1",8640001,8740000
"NC_036872.1",8700000,0.333105,0,0,0.333105,"chr036872.1",8650001,8750000
"NC_036872.1",8710000,0.37581,0,0,0.37581,"chr036872.1",8660001,8760000
"NC_036872.1",8720000,0.388392,0,0,0.388392,"chr036872.1",8670001,8770000
"NC_036872.1",8730000,0.368431,0,0,0.368431,"chr036872.1",8680001,8780000
"NC_036872.1",8740000,0.317075,0,0,0.317075,"chr036872.1",8690001,8790000
"NC_036872.1",8750000,0.304241,0,0,0.304241,"chr036872.1",8700001,8800000
"NC_036872.1",8760000,0.299719,0,0,0.299719,"chr036872.1",8710001,8810000
"NC_036872.1",8770000,0.267457,0,0,0.267457,"chr036872.1",8720001,8820000
"NC_036872.1",8780000,0.214901,0,0,0.214901,"chr036872.1",8730001,8830000
"NC_036872.1",8910000,0,0.00789093,0.256889,0.256889,"chr036872.1",8860001,8960000
"NC_036872.1",8920000,0,0,0.26941,0.26941,"chr036872.1",8870001,8970000
"NC_036872.1",8930000,0,0,0.286243,0.286243,"chr036872.1",8880001,8980000
"NC_036872.1",8940000,0,0,0.34041,0.34041,"chr036872.1",8890001,8990000
"NC_036872.1",8950000,0,0,0.330772,0.330772,"chr036872.1",8900001,9e+06
"NC_036872.1",8960000,0,0,0.233821,0.233821,"chr036872.1",8910001,9010000
"NC_036872.1",8970000,0,0,0.227088,0.227088,"chr036872.1",8920001,9020000
"NC_036872.1",8980000,0.0059756,0,0.313475,0.313475,"chr036872.1",8930001,9030000
"NC_036872.1",8990000,0.0188905,0.0107803,0.321961,0.321961,"chr036872.1",8940001,9040000
"NC_036872.1",9e+06,0.0317251,0.0356377,0.307426,0.307426,"chr036872.1",8950001,9050000
"NC_036872.1",9010000,0.0405023,0.0401889,0.303093,0.303093,"chr036872.1",8960001,9060000
"NC_036872.1",9020000,0.0535828,0.0404858,0.288932,0.288932,"chr036872.1",8970001,9070000
"NC_036872.1",9030000,0.122742,0.0338486,0.248826,0.248826,"chr036872.1",8980001,9080000
"NC_036872.1",9040000,0.225897,0.0488495,0.224135,0.225897,"chr036872.1",8990001,9090000
"NC_036872.1",9050000,0.248789,0.0456452,0.19273,0.248789,"chr036872.1",9000001,9100000
"NC_036872.1",9060000,0.223507,0.0569701,0.18179,0.223507,"chr036872.1",9010001,9110000
"NC_036872.1",9070000,0.232972,0.044735,0.177106,0.232972,"chr036872.1",9020001,9120000
"NC_036872.1",12290000,0,0.0219539,0.201494,0.201494,"chr036872.1",12240001,12340000
"NC_036872.1",12300000,0,0.174264,0.337166,0.337166,"chr036872.1",12250001,12350000
"NC_036872.1",12310000,0,0.18354,0.374514,0.374514,"chr036872.1",12260001,12360000
"NC_036872.1",12320000,0,0.176167,0.388701,0.388701,"chr036872.1",12270001,12370000
"NC_036872.1",12330000,0,0.18447,0.396359,0.396359,"chr036872.1",12280001,12380000
"NC_036872.1",12340000,0,0.19246,0.402483,0.402483,"chr036872.1",12290001,12390000
"NC_036872.1",12350000,0,0.198755,0.395778,0.395778,"chr036872.1",12300001,12400000
"NC_036872.1",12360000,0.0126641,0.235146,0.455454,0.455454,"chr036872.1",12310001,12410000
"NC_036872.1",12370000,0.0275133,0.252637,0.464041,0.464041,"chr036872.1",12320001,12420000
"NC_036872.1",12380000,0.0367295,0.261687,0.448595,0.448595,"chr036872.1",12330001,12430000
"NC_036872.1",12390000,0.0411706,0.232517,0.448767,0.448767,"chr036872.1",12340001,12440000
"NC_036872.1",12400000,0.0460339,0.10889,0.353132,0.353132,"chr036872.1",12350001,12450000
"NC_036872.1",12410000,0.0483228,0.0721985,0.241903,0.241903,"chr036872.1",12360001,12460000
"NC_036872.1",12480000,0,0.169386,0.199079,0.199079,"chr036872.1",12430001,12530000
"NC_036872.1",12490000,0,0.187233,0.228346,0.228346,"chr036872.1",12440001,12540000
"NC_036872.1",12500000,0,0.19304,0.213423,0.213423,"chr036872.1",12450001,12550000
"NC_036872.1",12510000,0,0.23939,0.216551,0.23939,"chr036872.1",12460001,12560000
"NC_036872.1",12520000,0,0.208335,0.216003,0.216003,"chr036872.1",12470001,12570000
"NC_036872.1",13580000,0,0.0175947,0.229646,0.229646,"chr036872.1",13530001,13630000
"NC_036872.1",13590000,0,0.0182912,0.226586,0.226586,"chr036872.1",13540001,13640000
"NC_036872.1",19780000,0.205107,0,0,0.205107,"chr036872.1",19730001,19830000
"NC_036872.1",20130000,0.199279,0.00514201,0.055943,0.199279,"chr036872.1",20080001,20180000
"NC_036872.1",20140000,0.206281,0.0208997,0.0522364,0.206281,"chr036872.1",20090001,20190000
"NC_036872.1",20160000,0.218567,0.0162086,0.0413293,0.218567,"chr036872.1",20110001,20210000
"NC_036872.1",20170000,0.292572,0.0275242,0.0512675,0.292572,"chr036872.1",20120001,20220000
"NC_036872.1",20180000,0.300094,0.0157346,0.0450661,0.300094,"chr036872.1",20130001,20230000
"NC_036872.1",20190000,0.282156,0.0185985,0.0513313,0.282156,"chr036872.1",20140001,20240000
"NC_036872.1",20200000,0.234165,0.013925,0.0441043,0.234165,"chr036872.1",20150001,20250000
"NC_036872.1",20210000,0.224659,0.0894097,0.0457045,0.224659,"chr036872.1",20160001,20260000
"NC_036872.1",20470000,0,0.26322,0,0.26322,"chr036872.1",20420001,20520000
"NC_036872.1",20480000,0,0.329855,0,0.329855,"chr036872.1",20430001,20530000
"NC_036872.1",20490000,0,0.40332,0,0.40332,"chr036872.1",20440001,20540000
"NC_036872.1",20500000,0,0.41622,0,0.41622,"chr036872.1",20450001,20550000
"NC_036872.1",20510000,0,0.420439,0,0.420439,"chr036872.1",20460001,20560000
"NC_036872.1",20520000,0,0.417064,0,0.417064,"chr036872.1",20470001,20570000
"NC_036872.1",20530000,0,0.378048,0,0.378048,"chr036872.1",20480001,20580000
"NC_036872.1",20540000,0,0.333905,0,0.333905,"chr036872.1",20490001,20590000
"NC_036872.1",20550000,0,0.341319,0,0.341319,"chr036872.1",20500001,20600000
"NC_036872.1",20560000,0,0.344693,0,0.344693,"chr036872.1",20510001,20610000
"NC_036872.1",20570000,0,0.315616,0,0.315616,"chr036872.1",20520001,20620000
"NC_036872.1",20580000,0,0.276291,0,0.276291,"chr036872.1",20530001,20630000
"NC_036872.1",21120000,0.0387096,0.216319,0.0799901,0.216319,"chr036872.1",21070001,21170000
"NC_036872.1",21130000,0.0446877,0.231452,0.0765183,0.231452,"chr036872.1",21080001,21180000
"NC_036872.1",21140000,0.0649852,0.395333,0.107414,0.395333,"chr036872.1",21090001,21190000
"NC_036872.1",21150000,0.0766487,0.411841,0.123307,0.411841,"chr036872.1",21100001,21200000
"NC_036872.1",21160000,0.0673145,0.42105,0.118875,0.42105,"chr036872.1",21110001,21210000
"NC_036872.1",21170000,0.0689952,0.414299,0.126937,0.414299,"chr036872.1",21120001,21220000
"NC_036872.1",21180000,0.0789702,0.41183,0.125358,0.41183,"chr036872.1",21130001,21230000
"NC_036872.1",21190000,0.0749354,0.411617,0.110487,0.411617,"chr036872.1",21140001,21240000
"NC_036872.1",21200000,0.0907523,0.426219,0.102635,0.426219,"chr036872.1",21150001,21250000
"NC_036872.1",21210000,0.0877611,0.413256,0.0917496,0.413256,"chr036872.1",21160001,21260000
"NC_036872.1",21220000,0.101865,0.418383,0.0902815,0.418383,"chr036872.1",21170001,21270000
